brand,price,number_of_seat,start_time,start_day,end_day,end_time,trip_time,take_place,destination,location,id
Khanh Phong,280000,38 chỗ ngồi,22:30,20-05-2024,21-05-2024,03:55,5 giờ 25 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,94
Khanh Phong,280000,38 chỗ ngồi,22:30,20-05-2024,21-05-2024,04:40,6 giờ 10 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,95
Khanh Phong,320000,32 chỗ ngồi,22:30,20-05-2024,21-05-2024,03:45,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,96
Khanh Phong,320000,32 chỗ ngồi,22:30,20-05-2024,21-05-2024,04:30,6 giờ ,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,97
Lien Hung,290000,32 chỗ ngồi,22:30,20-05-2024,21-05-2024,06:15,7 giờ 45 phút,"Bến xe Miền Đông mới Số 501, đường Hoàng Hữu Nam","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,98
Tra Lan Vien,280000,36 chỗ ngồi,22:30,20-05-2024,21-05-2024,07:30,9 giờ ,Thành Bưởi Quận 9 48C Xa Lộ Hà Nội,Trạm Nha Trang Đường 04 (Khu Đô thị Hà Quang 2),Nha Trang,99
Khanh Phong,280000,38 chỗ ngồi,22:40,20-05-2024,21-05-2024,03:55,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,100
Khanh Phong,280000,38 chỗ ngồi,22:40,20-05-2024,21-05-2024,04:40,6 giờ ,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,101
Khanh Phong,480000,21 chỗ ngồi,22:40,20-05-2024,21-05-2024,04:05,5 giờ 25 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,102
Khanh Phong,480000,21 chỗ ngồi,22:40,20-05-2024,21-05-2024,04:50,6 giờ 10 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,103
Tra Lan Vien,400000,22 chỗ ngồi,22:40,20-05-2024,21-05-2024,07:40,9 giờ ,Thành Bưởi Quận 9 48C Xa Lộ Hà Nội,Trạm Nha Trang Đường 04 (Khu Đô thị Hà Quang 2),Nha Trang,104
Tra Lan Vien,450000,22 chỗ ngồi,22:40,20-05-2024,21-05-2024,07:40,9 giờ ,Thành Bưởi Quận 9 48C Xa Lộ Hà Nội,Trạm Nha Trang Đường 04 (Khu Đô thị Hà Quang 2),Nha Trang,105
Huynh Gia,280000,38 chỗ ngồi,22:45,20-05-2024,21-05-2024,05:55,7 giờ 10 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão,Ngã 3 Trong Quốc lộ 1A,Nha Trang,106
Huynh Gia,280000,38 chỗ ngồi,22:45,20-05-2024,21-05-2024,06:20,7 giờ 35 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão,"Vòng xoay Ninh Diêm Khanh Hoa Province, Ninh Hòa",Nha Trang,107
Lien Hung,440000,21 chỗ ngồi,22:45,20-05-2024,21-05-2024,07:30,8 giờ 45 phút,Cổng Đại Học Nông Lâm (QL1A) QL1A,"Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,108
Khanh Phong,480000,21 chỗ ngồi,22:50,20-05-2024,21-05-2024,04:05,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,109
Khanh Phong,480000,21 chỗ ngồi,22:50,20-05-2024,21-05-2024,04:50,6 giờ ,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,110
Tra Lan Vien,400000,22 chỗ ngồi,22:50,20-05-2024,21-05-2024,07:50,9 giờ ,Thành Bưởi Quận 9 48C Xa Lộ Hà Nội,Trạm Nha Trang Đường 04 (Khu Đô thị Hà Quang 2),Nha Trang,111
Tra Lan Vien,450000,22 chỗ ngồi,22:50,20-05-2024,21-05-2024,07:50,9 giờ ,Thành Bưởi Quận 9 48C Xa Lộ Hà Nội,Trạm Nha Trang Đường 04 (Khu Đô thị Hà Quang 2),Nha Trang,112
Khanh Phong,320000,32 chỗ ngồi,22:51,20-05-2024,21-05-2024,04:16,5 giờ 25 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,113
Khanh Phong,320000,32 chỗ ngồi,22:51,20-05-2024,21-05-2024,05:01,6 giờ 10 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,114
Da Lat oi,225000,22 chỗ ngồi,23:00,20-05-2024,21-05-2024,06:00,7 giờ ,Cây xăng Petrolimex số 19 - Hàng xanh 144 Điện Biên Phủ,Vp. Nha Trang 21 Thích Quảng Đức,Nha Trang,115
Da Lat oi,375000,22 chỗ ngồi,23:00,20-05-2024,21-05-2024,06:00,7 giờ ,Cây xăng Petrolimex số 19 - Hàng xanh 144 Điện Biên Phủ,Vp. Nha Trang 21 Thích Quảng Đức,Nha Trang,116
Huynh Gia,480000,21 chỗ ngồi,23:00,20-05-2024,21-05-2024,06:00,7 giờ ,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão,Văn Phòng Nha Trang  16-18 Nguyễn Chánh,Nha Trang,117
Khanh Phong,480000,21 chỗ ngồi,23:00,20-05-2024,21-05-2024,04:25,5 giờ 25 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,118
Khanh Phong,480000,21 chỗ ngồi,23:00,20-05-2024,21-05-2024,05:10,6 giờ 10 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,119
Khanh Phong,320000,32 chỗ ngồi,23:01,20-05-2024,21-05-2024,04:16,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,120
Khanh Phong,320000,32 chỗ ngồi,23:01,20-05-2024,21-05-2024,05:01,6 giờ ,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,121
Khanh Phong,480000,21 chỗ ngồi,23:10,20-05-2024,21-05-2024,04:25,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,122
Khanh Phong,480000,21 chỗ ngồi,23:10,20-05-2024,21-05-2024,04:35,5 giờ 25 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,123
Khanh Phong,480000,21 chỗ ngồi,23:10,20-05-2024,21-05-2024,05:10,6 giờ ,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,124
Khanh Phong,480000,21 chỗ ngồi,23:10,20-05-2024,21-05-2024,05:20,6 giờ 10 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,125
Khanh Phong,480000,21 chỗ ngồi,23:15,20-05-2024,21-05-2024,04:40,5 giờ 25 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,126
Khanh Phong,480000,21 chỗ ngồi,23:15,20-05-2024,21-05-2024,05:25,6 giờ 10 phút,"Văn Phòng Phạm Ngũ Lão - Quận 1 Số 293 Phạm Ngũ Lão, P.Phạm Ngũ Lão","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,127
Khanh Phong,480000,21 chỗ ngồi,23:20,20-05-2024,21-05-2024,04:35,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,128
Khanh Phong,480000,21 chỗ ngồi,23:20,20-05-2024,21-05-2024,05:20,6 giờ ,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Văn Phòng Nha Trang (KS Mường Thanh) Kiốt Số 2 Khách sạn Mường Thanh, Số 4, Đường Trần Phú, P.Xương Huân (Chân Cầu Trần Phú)",Nha Trang,129
Lien Hung,290000,34 chỗ ngồi,01:30,21-05-2024,21-05-2024,10:00,8 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,130
Huynh Gia,300000,38 chỗ ngồi,11:45,21-05-2024,21-05-2024,19:00,7 giờ 15 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,131
Huynh Gia,480000,21 chỗ ngồi,12:30,21-05-2024,21-05-2024,19:45,7 giờ 15 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,132
Lien Hung,290000,32 chỗ ngồi,13:15,21-05-2024,21-05-2024,21:00,7 giờ 45 phút,"Bến xe Miền Đông mới Số 501, đường Hoàng Hữu Nam","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,133
Lien Hung,290000,32 chỗ ngồi,13:30,21-05-2024,21-05-2024,23:00,9 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,134
Lien Hung,300000,32 chỗ ngồi,14:15,21-05-2024,22-05-2024,00:00,9 giờ 45 phút,Cổng Đại Học Nông Lâm (QL1A) QL1A,Bến xe Ninh Hòa QL1A,Nha Trang,135
Hong Son (Phu Yen),290000,34 chỗ ngồi,18:00,21-05-2024,22-05-2024,03:20,9 giờ 20 phút,"Bến xe Miền Đông 292 Đinh Bộ Lĩnh, Phường 26",Ninh Hòa QL1A QL1A,Nha Trang,136
Lien Hung,290000,32 chỗ ngồi,18:00,21-05-2024,22-05-2024,04:00,10 giờ ,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,137
Huynh Gia,280000,38 chỗ ngồi,19:00,21-05-2024,22-05-2024,04:45,9 giờ 45 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,138
Hong Son (Phu Yen),400000,22 chỗ ngồi,19:03,21-05-2024,22-05-2024,04:38,9 giờ 35 phút,"Bến xe Miền Đông 292 Đinh Bộ Lĩnh, Phường 26",Ninh Hòa QL1A QL1A,Nha Trang,139
Hong Son (Phu Yen),290000,34 chỗ ngồi,19:21,21-05-2024,22-05-2024,02:03,6 giờ 42 phút,Bến xe Miền Tây (Tp HCM) Bến xe Miền Tây (Tp HCM),Ninh Hòa QL1A QL1A,Nha Trang,140
Lien Hung,400000,22 chỗ ngồi,19:30,21-05-2024,22-05-2024,04:00,8 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,141
Lien Hung,290000,34 chỗ ngồi,19:45,21-05-2024,22-05-2024,04:45,9 giờ ,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,142
Lien Hung,270000,34 chỗ ngồi,20:00,21-05-2024,22-05-2024,05:30,9 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,143
Lien Hung,290000,34 chỗ ngồi,20:15,21-05-2024,22-05-2024,05:15,9 giờ ,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,144
Lien Hung,290000,32 chỗ ngồi,20:45,21-05-2024,22-05-2024,05:15,8 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,145
Huynh Gia,480000,21 chỗ ngồi,21:00,21-05-2024,22-05-2024,04:15,7 giờ 15 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,146
Huynh Gia,480000,21 chỗ ngồi,21:00,21-05-2024,22-05-2024,04:35,7 giờ 35 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão,"Vòng xoay Ninh Diêm Khanh Hoa Province, Ninh Hòa",Nha Trang,147
Lien Hung,290000,34 chỗ ngồi,21:00,21-05-2024,22-05-2024,05:30,8 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,148
Lien Hung,400000,22 chỗ ngồi,22:00,21-05-2024,22-05-2024,05:45,7 giờ 45 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,149
Lien Hung,400000,21 chỗ ngồi,22:00,21-05-2024,22-05-2024,07:30,9 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,150
Huynh Gia,480000,22 chỗ ngồi,22:10,21-05-2024,22-05-2024,05:40,7 giờ 30 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,151
Huynh Gia,300000,34 chỗ ngồi,22:20,21-05-2024,22-05-2024,05:50,7 giờ 30 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,152
Khanh Phong,280000,38 chỗ ngồi,22:20,21-05-2024,22-05-2024,03:35,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,153
Khanh Phong,480000,21 chỗ ngồi,22:25,21-05-2024,22-05-2024,03:40,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,154
Khanh Phong,320000,32 chỗ ngồi,22:30,21-05-2024,22-05-2024,03:45,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,155
Lien Hung,290000,32 chỗ ngồi,22:30,21-05-2024,22-05-2024,06:15,7 giờ 45 phút,"Bến xe Miền Đông mới Số 501, đường Hoàng Hữu Nam","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,156
Lien Hung,400000,22 chỗ ngồi,22:30,21-05-2024,22-05-2024,07:00,8 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,157
Khanh Phong,280000,38 chỗ ngồi,22:40,21-05-2024,22-05-2024,03:55,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,158
Huynh Gia,280000,38 chỗ ngồi,22:45,21-05-2024,22-05-2024,06:00,7 giờ 15 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,159
Huynh Gia,280000,38 chỗ ngồi,22:45,21-05-2024,22-05-2024,06:20,7 giờ 35 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão,"Vòng xoay Ninh Diêm Khanh Hoa Province, Ninh Hòa",Nha Trang,160
Lien Hung,400000,21 chỗ ngồi,22:45,21-05-2024,22-05-2024,08:30,9 giờ 45 phút,Cổng Đại Học Nông Lâm (QL1A) QL1A,Bến xe Ninh Hòa QL1A,Nha Trang,161
Khanh Phong,480000,21 chỗ ngồi,22:50,21-05-2024,22-05-2024,04:05,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,162
Huynh Gia,480000,21 chỗ ngồi,23:00,21-05-2024,22-05-2024,06:30,7 giờ 30 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,163
Khanh Phong,320000,32 chỗ ngồi,23:01,21-05-2024,22-05-2024,04:16,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,164
Khanh Phong,480000,21 chỗ ngồi,23:10,21-05-2024,22-05-2024,04:25,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,165
Khanh Phong,480000,21 chỗ ngồi,23:20,21-05-2024,22-05-2024,04:35,5 giờ 15 phút,"Nhà chờ Phương Trang (Đường Mai Chí Thọ) Đường Mai Chí Thọ, Phường An Lợi Đông","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,166
Lien Hung,290000,34 chỗ ngồi,01:30,22-05-2024,22-05-2024,10:00,8 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,167
Cuc Tung,330000,32 chỗ ngồi,06:00,22-05-2024,22-05-2024,16:35,10 giờ 35 phút,"Bến xe Miền Đông mới A Số 501, đường Hoàng Hữu Nam",Bến xe Ninh Hòa QL1A,Nha Trang,168
Cuc Tung,330000,32 chỗ ngồi,07:00,22-05-2024,22-05-2024,17:35,10 giờ 35 phút,"Bến xe Miền Đông mới A Số 501, đường Hoàng Hữu Nam",Bến xe Ninh Hòa QL1A,Nha Trang,169
Cuc Tung,450000,21 chỗ ngồi,08:00,22-05-2024,22-05-2024,16:00,8 giờ ,"Bến xe Miền Đông mới A Số 501, đường Hoàng Hữu Nam","Bến Xe Phía Nam Nha Trang Km số 6, đường 23/10, TP. Nha Trang, Khánh Hòa",Nha Trang,170
Cuc Tung,450000,21 chỗ ngồi,08:00,22-05-2024,22-05-2024,16:20,8 giờ 20 phút,"Bến xe Miền Đông mới A Số 501, đường Hoàng Hữu Nam","Bến Xe Phía Nam Nha Trang Km số 6, đường 23/10, TP. Nha Trang, Khánh Hòa",Nha Trang,171
Cuc Tung,450000,21 chỗ ngồi,09:30,22-05-2024,22-05-2024,17:50,8 giờ 20 phút,"Bến xe Miền Đông mới A Số 501, đường Hoàng Hữu Nam","Bến Xe Phía Nam Nha Trang Km số 6, đường 23/10, TP. Nha Trang, Khánh Hòa",Nha Trang,172
Cuc Tung,450000,21 chỗ ngồi,10:30,22-05-2024,22-05-2024,18:50,8 giờ 20 phút,"Bến xe Miền Đông mới A Số 501, đường Hoàng Hữu Nam","Bến Xe Phía Nam Nha Trang Km số 6, đường 23/10, TP. Nha Trang, Khánh Hòa",Nha Trang,173
Cuc Tung,450000,21 chỗ ngồi,11:30,22-05-2024,22-05-2024,19:50,8 giờ 20 phút,"Bến xe Miền Đông mới A Số 501, đường Hoàng Hữu Nam","Bến Xe Phía Nam Nha Trang Km số 6, đường 23/10, TP. Nha Trang, Khánh Hòa",Nha Trang,174
Huynh Gia,300000,38 chỗ ngồi,11:45,22-05-2024,22-05-2024,18:55,7 giờ 10 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão,Ngã 3 Trong Quốc lộ 1A,Nha Trang,175
Huynh Gia,300000,38 chỗ ngồi,11:45,22-05-2024,22-05-2024,19:00,7 giờ 15 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,176
Cuc Tung,450000,21 chỗ ngồi,12:30,22-05-2024,22-05-2024,20:50,8 giờ 20 phút,"Bến xe Miền Đông mới A Số 501, đường Hoàng Hữu Nam","Bến Xe Phía Nam Nha Trang Km số 6, đường 23/10, TP. Nha Trang, Khánh Hòa",Nha Trang,177
Huynh Gia,480000,21 chỗ ngồi,12:30,22-05-2024,22-05-2024,19:45,7 giờ 15 phút,VP Phạm Ngũ Lão 275H Phạm Ngũ Lão, Ninh Hoà 582 Trần Quý Cáp,Nha Trang,178
Lien Hung,300000,32 chỗ ngồi,13:00,22-05-2024,23-05-2024,00:00,11 giờ ,Bến xe Miền Tây (Quầy 24) 395 Kinh Dương Vương,Bến xe Ninh Hòa QL1A,Nha Trang,179
Lien Hung,290000,32 chỗ ngồi,13:30,22-05-2024,22-05-2024,23:00,9 giờ 30 phút,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,180
Lien Hung,300000,32 chỗ ngồi,14:15,22-05-2024,23-05-2024,00:00,9 giờ 45 phút,Cổng Đại Học Nông Lâm (QL1A) QL1A,Bến xe Ninh Hòa QL1A,Nha Trang,181
Cuc Tung,450000,21 chỗ ngồi,14:30,22-05-2024,22-05-2024,22:50,8 giờ 20 phút,"Bến xe Miền Đông mới A Số 501, đường Hoàng Hữu Nam","Bến Xe Phía Nam Nha Trang Km số 6, đường 23/10, TP. Nha Trang, Khánh Hòa",Nha Trang,182
Hong Son (Phu Yen),290000,34 chỗ ngồi,17:25,22-05-2024,23-05-2024,02:03,8 giờ 38 phút,"Ngã Tư Bình Phước QL13, P. Hiệp Bình Phước, Q. Thủ Đức, Tp. Hồ Chí Minh",Ninh Hòa QL1A QL1A,Nha Trang,183
Hong Son (Phu Yen),290000,34 chỗ ngồi,17:45,22-05-2024,23-05-2024,02:03,8 giờ 18 phút,"Cổng Bến xe Miền Đông mới. số 501, đường Hoàng Hữu Nam",Ninh Hòa QL1A QL1A,Nha Trang,184
Hong Son (Phu Yen),290000,34 chỗ ngồi,17:45,22-05-2024,23-05-2024,02:45,9 giờ ,"Ngã Tư Bình Phước QL13, P. Hiệp Bình Phước, Q. Thủ Đức, Tp. Hồ Chí Minh",Ninh Hòa QL1A QL1A,Nha Trang,185
Quang Hanh,320000,32 chỗ ngồi,17:45,22-05-2024,23-05-2024,01:55,8 giờ 10 phút,"Ngã Tư Bình Phước QL13, P. Hiệp Bình Phước, Q. Thủ Đức, Tp. Hồ Chí Minh","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,186
Hong Son (Phu Yen),400000,22 chỗ ngồi,17:47,22-05-2024,23-05-2024,02:47,9 giờ ,"Ngã Tư Bình Phước QL13, P. Hiệp Bình Phước, Q. Thủ Đức, Tp. Hồ Chí Minh",Ninh Hòa QL1A QL1A,Nha Trang,187
Lien Hung,290000,32 chỗ ngồi,18:00,22-05-2024,23-05-2024,04:00,10 giờ ,"Ngã 4 An Sương Siêu thị đá Granite & Marble Tây Nam, 2555 QL1A, Khu Phố 3","Bưu điện Cam Lâm QL 1, T.T Cam Đức",Nha Trang,188
Quang Hanh,320000,32 chỗ ngồi,18:00,22-05-2024,23-05-2024,03:10,9 giờ 10 phút,"Bến xe An Sương Quốc Lộ 22, Xã Bà Điểm",Bến xe phía Nam Nha Trang mới 1 Đường 23 tháng10,Nha Trang,189
Hong Son (Phu Yen),290000,34 chỗ ngồi,18:20,22-05-2024,23-05-2024,03:20,9 giờ ,"Cổng Bến xe Miền Đông mới. số 501, đường Hoàng Hữu Nam",Ninh Hòa QL1A QL1A,Nha Trang,190
